Site instance,Site name,Tree,Country,County,Other info,Grid reference,Map link,Longitude,Latitude,Elevation (ft),Station No.,Normal Month Values,-999 Month Values,Totals,Start Month,End Month,Active Years,% Complete,% Active Complete,Min Monthly Value,Min Month Date,Max Monthly Value,Max Month Date,Min Total,Min Total Year,Max Total,Max Total Year,Avg Total,10th pctile Total,50th pctile Total,90th pctile Total,Decades Graphic,Yearly Graphic,1800-1809,1810-1819,1820-1829,1830-1839,1840-1849,1850-1859,1860-1869,1870-1879,1880-1889,1890-1899,1900-1909,1910-1919,1920-1930,1931-1940,1941-1950,1951-1960,Sheet 1,Sheet 2,Sheet 3,Sheet 4
CAN-OFFICE-LLANERFYL/2,CAN-OFFICE-LLANERFYL,LEFTOVER,Wales,Montgomeryshire,1 sheet : NGR is Cann Office near Llanerfyl. Altitude is from OS map.,SJ 012107,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.685&lon=-3.463&layers=6&b=1&marker=52.685,-3.463",-3.463,52.685,675,,1,0,0,1885/11,1885/11,1,100.0,8.3,6.63,1885/11,6.63,1885/11,,,,,,,,,[.|........*.|......],[1],-,-,-,-,-,-,-,-,[.....1....],-,-,-,-,-,-,-,TYRain_1880-1889_13_pt1-182,-,-,-
CANE-END-ESTATE-OFFICE,CANE-END-ESTATE-OFFICE,LEFTOVER,England,Oxfordshire,1 sheet,SU 677794,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.509&lon=-1.026&layers=6&b=1&marker=51.509,-1.026",-1.026,51.509,,,12,0,1,1924/01,1924/12,1,100.0,100.0,0.41,1924/02,5.64,1924/12,44.38,1924,44.38,1924,44.4,44.4,44.4,44.4,[.|..........|..*...],[#],-,-,-,-,-,-,-,-,-,-,-,-,[....#......],-,-,-,TYRain_1920-1930_07_pt1-204,-,-,-
CANN-SPRING-COTTAGE,CANN-SPRING-COTTAGE,LEFTOVER,England,Dorset,1 sheet,-,,,,,,29,0,2,1925/01,1927/05,3,100.0,80.6,0.0,1925/06,9.35,1926/11,32.69,1926,34.2,1925,33.4,32.8,33.4,34.0,[.|..........|..*...],[##5],-,-,-,-,-,-,-,-,-,-,-,-,[.....##5...],-,-,-,TYRain_1920-1930_10_pt1-130,-,-,-
CANNICH-COIRE-BHIG,CANNICH-COIRE-BHIG,LEFTOVER,Scotland,Ross and Cromarty,2 sheets : observer N of S Hydro Electric Board : Location based on altitude,NH 1639933056,"https://maps.nls.uk/geo/explore/#zoom=16&lat=57.351&lon=-5.053&layers=193&b=1&marker=57.351,-5.053",-5.053,57.351,2250,[5767/6],43,0,4,1947/06,1951/12,5,78.2,71.7,0.25,1947/08,26.0,1949/12,72.5,1951,122.1,1948,104.4,82.2,111.5,120.9,[.|..........|....**],[7##T#],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[......7##T],[#.........],TYRain_1941-1950_32_pt1-120,TYRain_1951-1960_29_pt1-008,-,-
CANNICH-COIRE-IMRICH,CANNICH-COIRE-IMRICH,LEFTOVER,Scotland,Ross and Cromarty,2 sheets : observer N of S Hydro Electric Board : Location approx based on Elevation below Coire will disagree with 1950s Locations,NH 1728828105,"https://maps.nls.uk/geo/explore/#zoom=16&lat=57.307&lon=-5.035&layers=193&b=1&marker=57.307,-5.035",-5.035,57.307,2250,[5767/2],37,1,3,1947/06,1951/07,5,74.0,61.7,0.25,1947/08,20.75,1949/12,91.55,1950,113.15,1948,104.4,94.9,108.5,112.2,[.|..........|....**],[7##24],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[......7##2],[4.........],TYRain_1941-1950_32_pt1-117,TYRain_1951-1960_29_pt1-004,-,-
CANNINGTON-ASHFORD-FARM,CANNINGTON-ASHFORD-FARM,LEFTOVER,England,Somerset,1 sheet,ST 236390,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.145&lon=-3.094&layers=6&b=1&marker=51.145,-3.094",-3.094,51.145,,,58,0,4,1922/01,1926/10,5,100.0,96.7,0.02,1925/06,9.72,1924/08,31.52,1925,47.29,1924,36.6,31.9,33.8,43.5,[.|..........|..*...],[#####],-,-,-,-,-,-,-,-,-,-,-,-,[..#####....],-,-,-,TYRain_1920-1930_13_pt1-063,-,-,-
CANONBIE-WATCH-HILL-HOUSE,CANONBIE-WATCH-HILL-HOUSE,LEFTOVER,Scotland,Dumfriesshire,"1 sheet : Lt Col HJ Johnston 230' Canonbie church .25mile E, station 1 mile E",NY 391763,"https://maps.nls.uk/geo/explore/#zoom=16&lat=55.077&lon=-2.955&layers=6&b=1&marker=55.077,-2.955",-2.955,55.077,230,,48,0,4,1910/01,1913/12,4,100.0,100.0,0.79,1910/09,7.41,1910/08,38.19,1913,47.38,1911,43.4,39.9,44.1,46.4,[.|..........|.*....],[####],-,-,-,-,-,-,-,-,-,-,-,[####......],-,-,-,-,TYRain_1910-1919_25_pt1-128,-,-,-
CANTERBURY-BARTON-HOUSE,CANTERBURY-BARTON-HOUSE,LEFTOVER,England,Kent,1 sheet,TR 156588,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.288&lon=1.091&layers=6&b=1&marker=51.288,1.091",1.091,51.288,,,13,0,1,1840/11,1841/12,2,92.9,54.2,1.22,1841/02,9.6,1841/10,37.99,1841,37.99,1841,38.0,38.0,38.0,38.0,[.|....*.....|......],[1#],-,-,-,-,[1#........],-,-,-,-,-,-,-,-,-,-,-,TYRain_1840-1849_D_pt2-028,-,-,-
CANTERBURY-HARBLEDOWN-WILLOWDOWN,CANTERBURY-HARBLEDOWN-WILLOWDOWN,LEFTOVER,England,Kent,2 sheets,TR 122582,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.283&lon=1.042&layers=193&b=1&marker=51.283,1.042",1.042,51.283,,[296/9],34,0,2,1950/01,1952/10,3,100.0,94.4,0.46,1950/10,6.35,1950/11,27.52,1950,33.91,1951,30.7,28.2,30.7,33.3,[.|..........|....**],[###],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[.........#],[##........],TYRain_1941-1950_03_pt1-062,TYRain_1951-1960_02_pt1-057,-,-
CANTERBURY-HARDRES-JUNIPERS,CANTERBURY-HARDRES-JUNIPERS,LEFTOVER,England,Kent,1 sheet,TR 153506,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.214&lon=1.081&layers=6&b=1&marker=51.214,1.081",1.081,51.214,,,38,0,4,1910/11,1913/12,4,100.0,79.2,0.19,1912/04,7.07,1912/08,26.15,1913,35.89,1912,32.4,28.4,33.9,35.3,[.|..........|.*....],[2###],-,-,-,-,-,-,-,-,-,-,-,[2###......],-,-,-,-,TYRain_1910-1919_03_pt1-057,-,-,-
CANTERBURY-OLD-DOVER-HOUSE,CANTERBURY-OLD-DOVER-HOUSE,LEFTOVER,England,Kent,1 sheet : GR centred on distance from stn,TR 148578,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.279&lon=1.079&layers=10&b=1&marker=51.279,1.079",1.079,51.279,,[295/7],48,0,4,1935/01,1938/12,4,100.0,100.0,0.22,1936/05,5.67,1935/11,25.21,1938,33.75,1937,30.1,26.2,30.8,33.5,[.|..........|...*..],[####],-,-,-,-,-,-,-,-,-,-,-,-,-,[....####..],-,-,TYRain_1931-1940_03_pt1-168,-,-,-
CANTERBURY-PATRIXBOURNE,CANTERBURY-PATRIXBOURNE,LEFTOVER,England,Kent,1 sheet : observer Smith,TR 186554,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.256&lon=1.131&layers=6&b=1&marker=51.256,1.131",1.131,51.256,97,,13,0,0,1855/06,1856/08,2,86.7,54.2,0.39,1856/03,4.7,1855/10,,,,,,,,,[.|.....*....|......],[76],-,-,-,-,-,[.....76...],-,-,-,-,-,-,-,-,-,-,TYRain_1850-1859_G_pt1-053,-,-,-
CANTERBURY-STURRY-ROAD,CANTERBURY-STURRY-ROAD,LEFTOVER,England,Kent,1 sheet : incorrect duplicate of part of IRRIGATION WORKS : Not empty,TR 160597,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.295&lon=1.097&layers=6&b=1&marker=51.295,1.097",1.097,51.295,,,0,0,0,,,0,0.0,0.0,,,,,,,,,,,,,[.|..........|......],,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TYRain_1900-1909_03_pt1-237,-,-,-
CAPE-LAW-HILL,CAPE-LAW-HILL,LEFTOVER,Scotland,Midlothian (Edinburgh),1 sheet : patchy record 1850-54. no elev. Locate hill ok,NT 2165,"https://maps.nls.uk/geo/explore/#zoom=16&lat=55.87&lon=-3.26&layers=6&b=1&marker=55.87,-3.26",-3.260,55.870,,,45,1,1,1850/01,1854/05,5,84.9,75.0,0.5,1850/03,10.0,1852/12,40.45,1853,40.45,1853,40.5,40.5,40.5,40.5,[.|.....*....|......],[#98#5],-,-,-,-,-,[#98#5.....],-,-,-,-,-,-,-,-,-,-,TYRain_1850-1859_H_pt1-104,-,-,-
CAPEL,CAPEL,LEFTOVER,England,Kent,1 sheet,TR 264387,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.103&lon=1.233&layers=6&b=1&marker=51.103,1.233",1.233,51.103,,,30,0,2,1917/01,1919/08,3,93.8,83.3,0.2,1919/05,5.9,1917/08,25.52,1918,28.22,1917,26.9,25.8,26.9,27.9,[.|..........|.*....],[##6],-,-,-,-,-,-,-,-,-,-,-,[.......##6],-,-,-,-,TYRain_1910-1919_03_pt1-026,-,-,-
CAPEL-HILL-NORTH,CAPEL-HILL-NORTH,LEFTOVER,Scotland,Perthshire,1 sheet : Midas runs from 1959 to 2000/Midas station 15265,NO 0388753214,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.661&lon=-3.57&layers=193&b=1&marker=56.661,-3.57",-3.570,56.661,1350,[5568/55],21,3,1,1959/01,1960/12,2,87.5,87.5,1.07,1959/09,9.2,1959/12,54.37,1960,54.37,1960,54.4,54.4,54.4,54.4,[.|..........|.....*],[9#],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[........9#],TYRain_1951-1960_28_pt1-268,-,-,-
CAPEL-THE-COTTAGE,CAPEL-THE-COTTAGE,LEFTOVER,England,Surrey,"1 sheet : NGR is The Cottage at 97 The Street, Capel. Altitudes match.",TQ 176406,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.153&lon=-0.32&layers=6&b=1&marker=51.153,-0.32",-0.320,51.153,271,,81,0,6,1893/04,1899/12,7,100.0,96.4,0.01,1893/04,6.83,1896/09,23.81,1898,37.12,1894,28.9,25.1,27.9,33.7,[.|.........*|......],[9######],-,-,-,-,-,-,-,-,-,[...9######],-,-,-,-,-,-,TYRain_1890-1899_02_pt1-054,-,-,-
CARA-GLENBEHY,CARA-GLENBEHY,LEFTOVER,Ireland/Republic of Ireland,Kerry,1 sheet : observer Hutchinson : full record,-,,,,20? 40,,24,0,2,1872/01,1873/12,2,100.0,100.0,1.35,1872/04,14.56,1873/01,57.82,1873,81.31,1872,69.6,60.2,69.6,79.0,[.|.......*..|......],[##],-,-,-,-,-,-,-,[..##......],-,-,-,-,-,-,-,-,TYRain_1870-1879_13_pt1-022,-,-,-
CARDIFF-FAIRWATER,CARDIFF-FAIRWATER,LEFTOVER,Wales,Glamorgan,1 sheet : observer E David,ST 141776,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.491&lon=-3.239&layers=6&b=1&marker=51.491,-3.239",-3.239,51.491,,,0,0,2,1863/01,1864/12,2,0.0,0.0,,,,,33.7,1864,49.4,1863,41.5,35.3,41.5,47.8,[.|......*...|......],[TT],-,-,-,-,-,-,[...TT.....],-,-,-,-,-,-,-,-,-,TYRain_1860-1869_06_pt3-008,-,-,-
CARDIFF-FREE-LIBRARY,CARDIFF-FREE-LIBRARY,LEFTOVER,Wales,Glamorgan,1 sheet,ST 195770,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.486&lon=-3.161&layers=6&b=1&marker=51.486,-3.161",-3.161,51.486,,,12,0,1,1866/01,1866/12,1,100.0,100.0,0.69,1866/05,11.46,1866/09,43.38,1866,43.38,1866,43.4,43.4,43.4,43.4,[.|......*...|......],[#],-,-,-,-,-,-,[......#...],-,-,-,-,-,-,-,-,-,TYRain_1860-1869_06_pt3-015,-,-,-
CARDIFF-GLADSTONE-BOYS-SCHOOL,CARDIFF-GLADSTONE-BOYS-SCHOOL,LEFTOVER,Wales,Glamorgan,2 sheets,ST 179782,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.497&lon=-3.184&layers=10&b=1&marker=51.497,-3.184",-3.184,51.497,,,45,0,3,1939/01,1942/12,4,93.8,93.8,0.39,1942/02,10.14,1939/11,32.79,1941,47.16,1939,39.6,34.0,39.0,45.5,[.|..........|...**.],[#9##],-,-,-,-,-,-,-,-,-,-,-,-,-,[........#9],[##........],-,TYRain_1931-1940_21_pt1-217,TYRain_1941-1950_25_pt1-102,-,-
CARDIFF-INFIRMARY,CARDIFF-INFIRMARY,LEFTOVER,Wales,Glamorgan,1 sheet,ST 193768,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.484&lon=-3.164&layers=6&b=1&marker=51.484,-3.164",-3.164,51.484,,,12,0,0,1865/11,1866/11,2,92.3,50.0,0.27,1866/05,11.19,1866/09,,,,,,,,,[.|......*...|......],[1#],-,-,-,-,-,-,[.....1#...],-,-,-,-,-,-,-,-,-,TYRain_1860-1869_06_pt3-014,-,-,-
CARDIFF-LLANISHEN,CARDIFF-LLANISHEN,LEFTOVER,Wales,Glamorgan,1 sheet,ST 179819,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.53&lon=-3.185&layers=6&b=1&marker=51.53,-3.185",-3.185,51.530,,,36,0,3,1891/01,1893/12,3,100.0,100.0,0.03,1891/02,8.26,1891/08,25.77,1892,47.96,1891,36.3,27.7,35.2,45.4,[.|.........*|......],[###],-,-,-,-,-,-,-,-,-,[.###......],-,-,-,-,-,-,TYRain_1890-1899_19_pt1-106,-,-,-
CARDIFF-WW-STOREY-ARMS-ABANDONED,CARDIFF-WW-STOREY-ARMS-ABANDONED,LEFTOVER,Wales,Brecknockshire,1 sheet : Gauge was an alternative to new gauge but abandoned after 11 readings,-,,,,,,11,0,0,1928/05,1929/03,2,100.0,45.8,1.25,1928/05,14.74,1928/11,,,,,,,,,[.|..........|..*...],[83],-,-,-,-,-,-,-,-,-,-,-,-,[........83.],-,-,-,TYRain_1920-1930_26_pt1-211,-,-,-
CARDIGAN,CARDIGAN,LEFTOVER,Wales,Cardiganshire,1 sheet,SN 177459,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.081&lon=-4.662&layers=6&b=1&marker=52.081,-4.662",-4.662,52.081,,,12,0,1,1864/01,1864/12,1,100.0,100.0,0.94,1864/04,5.56,1864/01,31.68,1864,31.68,1864,31.7,31.7,31.7,31.7,[.|......*...|......],[#],-,-,-,-,-,-,[....#.....],-,-,-,-,-,-,-,-,-,TYRain_1860-1869_06_pt3-047,-,-,-
CARDIGAN-FERN-HILL,CARDIGAN-FERN-HILL,LEFTOVER,Wales,Cardiganshire,1 sheet,SN 226436,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.062&lon=-4.589&layers=6&b=1&marker=52.062,-4.589",-4.589,52.062,,,18,0,1,1886/11,1888/04,3,100.0,50.0,0.31,1887/06,5.8,1886/12,27.25,1887,27.25,1887,27.2,27.2,27.2,27.2,[.|........*.|......],[2#4],-,-,-,-,-,-,-,-,[......2#4.],-,-,-,-,-,-,-,TYRain_1880-1889_13_pt1-112,-,-,-
CARDINHAM-GLYNN-VALLEY,CARDINHAM-GLYNN-VALLEY,LEFTOVER,England,Cornwall,1 sheet,-,,,,,,12,0,1,1914/01,1914/12,1,100.0,100.0,2.23,1914/05,13.11,1914/12,66.56,1914,66.56,1914,66.6,66.6,66.6,66.6,[.|..........|.*....],[#],-,-,-,-,-,-,-,-,-,-,-,[....#.....],-,-,-,-,TYRain_1910-1919_12_pt1-262,-,-,-
CARDROSS-DARLEITH,CARDROSS-DARLEITH,LEFTOVER,Scotland,Dunbartonshire,"2 sheets : observer Claud A. Allan, Esq..../Meteorological Office",NS 3454680561,"https://maps.nls.uk/geo/explore/#zoom=16&lat=55.989&lon=-4.654&layers=6&b=1&marker=55.989,-4.654",-4.654,55.989,"350, 400",,85,0,6,1906/01,1918/04,9,57.4,78.7,0.7,1918/04,9.09,1914/12,43.66,1915,56.67,1907,51.1,45.8,51.2,56.5,[.|..........|**....],[##3....6####4],-,-,-,-,-,-,-,-,-,-,[......##3.],[...6####4.],-,-,-,-,TYRain_1900-1909_28_pt1-084,TYRain_1910-1919_26_pt1-188,-,-
CARDROSS-GEILSTON,CARDROSS-GEILSTON,LEFTOVER,Scotland,Dunbartonshire,1 sheet : observer J. McIntoch,NS 3390478132,"https://maps.nls.uk/geo/explore/#zoom=16&lat=55.967&lon=-4.663&layers=6&b=1&marker=55.967,-4.663",-4.663,55.967,75,,0,0,1,1879/01,1879/12,1,0.0,0.0,,,,,43.62,1879,43.62,1879,43.6,43.6,43.6,43.6,[.|.......*..|......],[T],-,-,-,-,-,-,-,[.........T],-,-,-,-,-,-,-,-,TYRain_1870-1879_11_pt3-027,-,-,-
CAREBY-SCHOOL-HOUSE,CAREBY-SCHOOL-HOUSE,LEFTOVER,England,Lincolnshire,1 sheet : observer R.Barbary,TF 021164,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.736&lon=-0.489&layers=193&b=1&marker=52.736,-0.489",-0.489,52.736,150,[2528/5],48,0,4,1951/01,1954/12,4,100.0,100.0,0.14,1952/07,4.25,1951/11,18.93,1953,28.03,1951,23.8,19.4,24.1,27.9,[.|..........|.....*],[####],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[####......],TYRain_1951-1960_15_pt1-163,-,-,-
CARHAMPTON-VICARAGE,CARHAMPTON-VICARAGE,LEFTOVER,England,Somerset,2 sheets,-,,,,,,36,0,3,1919/01,1921/12,3,100.0,100.0,0.26,1921/02,6.18,1919/12,19.42,1921,34.55,1920,28.8,22.0,32.3,34.1,[.|..........|.**...],[###],-,-,-,-,-,-,-,-,-,-,-,[.........#],[##.........],-,-,-,TYRain_1910-1919_13_pt1-218,TYRain_1920-1930_13_pt1-080,-,-
CARISBROOK,CARISBROOK,LEFTOVER,England,Isle of Wight,1 sheet,-,,,,,,6,0,0,1847/01,1848/03,2,40.0,25.0,1.38,1847/02,4.61,1848/02,,,,,,,,,[.|....*.....|......],[33],-,-,-,-,[.......33.],-,-,-,-,-,-,-,-,-,-,-,TYRain_1840-1849_D_pt2-054,-,-,-
CARISBROOKE,CARISBROOKE,LEFTOVER,England,Isle of Wight,1 sheet : observer Dennett,-,,,,,,12,0,6,1871/01,1877/12,6,14.3,16.7,1.03,1873/04,7.84,1873/01,27.9,1871,56.42,1877,44.0,33.9,44.5,53.6,[.|.......*..|......],[TT#T.TT],-,-,-,-,-,-,-,[.TT#T.TT..],-,-,-,-,-,-,-,-,TYRain_1870-1879_04_pt2-006,-,-,-
CARLISLE-21-CASTLE-STREET,CARLISLE-21-CASTLE-STREET,LEFTOVER,England,Cumberland,1 sheet : RM Lidbetter,NY 398560,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.895&lon=-2.94&layers=6&b=1&marker=54.895,-2.94",-2.940,54.895,70,,7,0,0,1909/01,1909/07,1,100.0,58.3,1.06,1909/05,3.76,1909/07,,,,,,,,,[.|..........|*.....],[7],-,-,-,-,-,-,-,-,-,-,[.........7],-,-,-,-,-,TYRain_1900-1909_23_pt1-192,-,-,-
CARLISLE-ENGLISH-STREET,CARLISLE-ENGLISH-STREET,LEFTOVER,England,Cumberland,1 sheet : JA Wheatley. 138' but 54' above ground. On top of highest house in elevated part of city and level with chimney pots,NY 401558,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.893&lon=-2.935&layers=6&b=1&marker=54.893,-2.935",-2.935,54.893,138,,16,0,1,1873/09,1874/12,2,100.0,66.7,0.87,1874/06,6.05,1874/08,30.19,1874,30.19,1874,30.2,30.2,30.2,30.2,[.|.......*..|......],[4#],-,-,-,-,-,-,-,[...4#.....],-,-,-,-,-,-,-,-,TYRain_1870-1879_09_pt3-095,-,-,-
CARLISLE-KINGSTOWN-MET-OFFICE,CARLISLE-KINGSTOWN-MET-OFFICE,LEFTOVER,England,Cumberland,1 sheet,NY 395593,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.925&lon=-2.946&layers=193&b=1&marker=54.925,-2.946",-2.946,54.925,88,[3621/2],20,0,1,1946/08,1948/03,3,100.0,55.6,0.15,1947/08,6.04,1948/01,26.93,1947,26.93,1947,26.9,26.9,26.9,26.9,[.|..........|....*.],[5#3],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[.....5#3..],-,TYRain_1941-1950_23_pt1-180,-,-,-
CARLISLE-SCOTBY-VAGUE,CARLISLE-SCOTBY-VAGUE,LEFTOVER,England,Cumberland,1 sheet : 1851 part. 9.5 miles fr Solway,NY 4455,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.89&lon=-2.87&layers=6&b=1&marker=54.89,-2.87",-2.870,54.890,,,12,0,1,1851/01,1851/12,1,100.0,100.0,0.7,1851/04,6.96,1851/01,26.91,1851,26.91,1851,26.9,26.9,26.9,26.9,[.|.....*....|......],[#],-,-,-,-,-,[.#........],-,-,-,-,-,-,-,-,-,-,TYRain_1850-1859_F_pt1-295,-,-,-
CARLISLE-ST-JAMES-RD,CARLISLE-ST-JAMES-RD,LEFTOVER,England,Cumberland,1 sheet : TG Benn no elev St James Carlisle 100yds ESE. 1881 TG Bann lived 2 doors away from Holme View Ho St James Road so NGR there,NY 397545,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.882&lon=-2.941&layers=6&b=1&marker=54.882,-2.941",-2.941,54.882,,,24,0,2,1881/01,1882/12,2,100.0,100.0,0.32,1881/01,5.63,1881/08,33.31,1881,33.94,1882,33.6,33.4,33.6,33.9,[.|........*.|......],[##],-,-,-,-,-,-,-,-,[.##.......],-,-,-,-,-,-,-,TYRain_1880-1889_12_pt1-030,-,-,-
CARLTON-EXPOSURE-STATION,CARLTON-EXPOSURE-STATION,LEFTOVER,England,Durham,1 sheet,NZ 407185,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.56&lon=-1.372&layers=193&b=1&marker=54.56,-1.372",-1.372,54.560,102,[3514/1],12,0,1,1960/01,1960/12,1,100.0,100.0,0.28,1960/06,5.41,1960/10,29.91,1960,29.91,1960,29.9,29.9,29.9,29.9,[.|..........|.....*],[#],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[.........#],TYRain_1951-1960_22_pt1-105,-,-,-
CARLTON-MINIOTT-THE-GRANGE,CARLTON-MINIOTT-THE-GRANGE,LEFTOVER,England,Yorkshire North Riding,"2 sheets : observer W.Swarbreck, Mrs S.E.Pollard",SE 402814,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.227&lon=-1.385&layers=6&b=1&marker=54.227,-1.385",-1.385,54.227,93,,35,0,2,1905/05,1918/12,4,21.3,72.9,0.63,1915/04,5.85,1918/09,24.27,1915,28.31,1918,26.3,24.7,26.3,27.9,[.|..........|**....],[4........7#..#],-,-,-,-,-,-,-,-,-,-,[.....4....],[....7#..#.],-,-,-,-,TYRain_1900-1909_22_pt1-116,TYRain_1910-1919_20_pt1-281,-,-
CARLTON-THE-COTTAGE,CARLTON-THE-COTTAGE,LEFTOVER,England,Bedfordshire,1 sheet,SP 955555,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.189&lon=-0.604&layers=193&b=1&marker=52.189,-0.604",-0.604,52.189,,[1183/4],28,0,2,1951/12,1954/03,4,100.0,58.3,0.49,1953/03,3.48,1952/11,19.55,1953,25.61,1952,22.6,20.2,22.6,25.0,[.|..........|.....*],[1##3],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1##3......],TYRain_1951-1960_07_pt1-051,-,-,-
CARMARTHEN,CARMARTHEN,LEFTOVER,Wales,Carmarthenshire,"1 sheet : NGR is 52 King Street where a James Rowlands, the observer, lived. Not sure whether it was in 1864. Stated altitude slightly high",SN 413201,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.857&lon=-4.306&layers=6&b=1&marker=51.857,-4.306",-4.306,51.857,70,,12,0,1,1864/01,1864/12,1,100.0,100.0,1.15,1864/03,7.61,1864/09,40.57,1864,40.57,1864,40.6,40.6,40.6,40.6,[.|......*...|......],[#],-,-,-,-,-,-,[....#.....],-,-,-,-,-,-,-,-,-,TYRain_1860-1869_06_pt3-026,-,-,-
CARMARTHEN-FARM-INSTITUTE,CARMARTHEN-FARM-INSTITUTE,LEFTOVER,Wales,Carmarthenshire,"2 sheets : NGR is the Farm Institute south of Carmarthen. Stated altitude is 30 ft. lower than OS map, which might suggest that the gauge is 250m or so south, but not sure what land the Institute used.",SN 411182,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.84&lon=-4.308&layers=193&b=1&marker=51.84,-4.308",-4.308,51.840,17,[4095/8],82,0,6,1945/03,1951/12,7,100.0,97.6,0.88,1947/08,10.75,1950/09,44.78,1949,62.02,1950,56.1,46.4,60.4,61.6,[.|..........|....**],[#######],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[....######],[#.........],TYRain_1941-1950_25_pt1-142,TYRain_1951-1960_23_pt1-096,-,-
CARNARVON-COUNTY-OFFICES,CARNARVON-COUNTY-OFFICES,LEFTOVER,Wales,Caernarfonshire,1 sheet : observer Parry Edwards : Prob started 1910,SH 4772562737,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.14&lon=-4.278&layers=6&b=1&marker=53.14,-4.278",-4.278,53.140,,,36,0,3,1910/01,1912/12,3,100.0,100.0,0.23,1911/07,12.02,1910/08,42.77,1911,55.06,1910,50.6,45.0,53.9,54.8,[.|..........|.*....],[###],-,-,-,-,-,-,-,-,-,-,-,[###.......],-,-,-,-,TYRain_1910-1919_24_pt1-221,-,-,-
CARNARVON-GLANGWNA,CARNARVON-GLANGWNA,LEFTOVER,Wales,Caernarfonshire,1 sheet : observer JE Greaves,SH 5011762005,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.134&lon=-4.242&layers=6&b=1&marker=53.134,-4.242",-4.242,53.134,202,,36,0,3,1913/01,1916/12,3,75.0,100.0,0.68,1914/04,9.15,1914/12,38.86,1916,44.96,1914,42.5,39.8,43.7,44.7,[.|..........|.*....],[##.#],-,-,-,-,-,-,-,-,-,-,-,[...##.#...],-,-,-,-,TYRain_1910-1919_24_pt1-220,-,-,-
CARNFORTH-SILVERDALE-COVE-HOUSE,CARNFORTH-SILVERDALE-COVE-HOUSE,LEFTOVER,England,Lancashire,1 sheet : D Pickard. 56' full record Moved from Cove Lea Silverdale Sept 1873,SD 456755,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.172&lon=-2.835&layers=6&b=1&marker=54.172,-2.835",-2.835,54.172,56,,28,0,2,1873/09,1875/12,3,100.0,77.8,0.79,1875/03,8.46,1874/10,38.94,1875,44.19,1874,41.6,39.5,41.6,43.7,[.|.......*..|......],[4##],-,-,-,-,-,-,-,[...4##....],-,-,-,-,-,-,-,-,TYRain_1870-1879_07_pt4-175,-,-,-
CARNGORTH-CARPERNWRAY,CARNGORTH-CARPERNWRAY,LEFTOVER,England,Lancashire,1 sheet : Neville Holden 1 total only no other info,-,,,,,,0,0,1,1912/01,1912/12,1,0.0,0.0,,,,,50.77,1912,50.77,1912,50.8,50.8,50.8,50.8,[.|..........|.*....],[T],-,-,-,-,-,-,-,-,-,-,-,[..T.......],-,-,-,-,TYRain_1910-1919_18_pt1-233,-,-,-
